GZ1,Acquired data,1,5
RI,LALS,RALS,DP,IP
1,1,1,1,1
68060,68060,68060,68060,68060
0,0,0,0,0
316,68376,136436,204496,272556
0,0,0,0,0
-0.5252304077148438,189.01010131835938,191.95188903808594,9.89054012298584,42.05242919921875
-0.47660937905311584,189.0102996826172,191.9521026611328,9.905029296875,42.064239501953125
-0.41288211941719055,189.010498046875,191.95249938964844,9.916359901428223,42.07682800292969
-0.35165733098983765,189.0107879638672,191.95298767089844,9.922919273376465,42.088199615478516
-0.2972303330898285,189.01109313964844,191.9534912109375,9.923919677734375,42.097957611083984
-0.2537972629070282,189.0113983154297,191.9541015625,9.927780151367188,42.10628890991211
-0.2192753553390503,189.01148986816406,191.95469665527344,9.934820175170898,42.11323928833008
-0.1951446682214737,189.0115966796875,191.95509338378906,9.936590194702148,42.11895751953125
-0.1800166815519333,189.0115966796875,191.95559692382812,9.942739486694336,42.124027252197266
-0.16489630937576294,189.01168823242188,191.9561004638672,9.952280044555664,42.1296501159668
-0.1502642184495926,189.0117950439453,191.9564971923828,9.954079627990723,42.13589859008789
-0.13624247908592224,189.01190185546875,191.95689392089844,9.954850196838379,42.141719818115234
-0.12271666526794434,189.01219177246094,191.95729064941406,9.955100059509277,42.14645004272461
-0.11468400061130524,189.01229858398438,191.9575958251953,9.956270217895508,42.15045928955078
-0.10775760561227798,189.01239013671875,191.95799255371094,9.96381950378418,42.15416717529297
-0.09993093460798264,189.01239013671875,191.95819091796875,9.961389541625977,42.15781021118164
-0.09300453960895538,189.01239013671875,191.95858764648438,9.95773983001709,42.16145706176758
-0.08807704597711563,189.01229858398438,191.95889282226562,9.955949783325195,42.1650505065918
-0.07945691794157028,189.01210021972656,191.95909118652344,9.961369514465332,42.16896057128906
-0.07102753221988678,189.01199340820312,191.95919799804688,9.969200134277344,42.172847747802734
-0.06519977003335953,189.0117950439453,191.9593963623047,9.972319602966309,42.176448822021484
-0.05667119845747948,189.01148986816406,191.9593963623047,9.97305965423584,42.179649353027344
-0.050149157643318176,189.01129150390625,191.95919799804688,9.968839645385742,42.182437896728516
-0.050318095833063126,189.01100158691406,191.95899963378906,9.968520164489746,42.18498992919922
-0.051196567714214325,189.0107879638672,191.95880126953125,9.968659400939941,42.187347412109375
-0.05436386168003082,189.0107879638672,191.9586944580078,9.964409828186035,42.189300537109375
-0.05904177203774452,189.01109313964844,191.95858764648438,9.9621000289917,42.19096755981445
-0.06181233376264572,189.0113983154297,191.95858764648438,9.96519947052002,42.19302749633789
-0.06258399784564972,189.01168823242188,191.95858764648438,9.96364974975586,42.1962776184082
-0.06166193261742592,189.01210021972656,191.95849609375,9.960609436035156,42.19995880126953
-0.05903088301420212,189.01239013671875,191.9582977294922,9.961309432983398,42.20302963256836
-0.05680419132113457,189.01258850097656,191.95819091796875,9.956850051879883,42.205318450927734
-0.06097856163978577,189.01258850097656,191.95809936523438,9.95475959777832,42.20722961425781
-0.06785374134778976,189.01258850097656,191.95799255371094,9.949130058288574,42.20917892456055
-0.07032676041126251,189.0126953125,191.95790100097656,9.945489883422852,42.211219787597656
-0.07250222563743591,189.01258850097656,191.95790100097656,9.949549674987793,42.21345901489258
