GZ1,Acquired data,1,5
RI,LALS,RALS,DP,IP
1,1,1,1,1
68060,68060,68060,68060,68060
0,0,0,0,0
316,68376,136436,204496,272556
0,0,0,0,0
-0.5660800933837891,188.93190002441406,192.0565948486328,9.920479774475098,42.04734802246094
-0.5016708970069885,188.93199157714844,192.05690002441406,9.928889274597168,42.06034851074219
-0.4392605423927307,188.93199157714844,192.05718994140625,9.927370071411133,42.07209777832031
-0.3811512887477875,188.93199157714844,192.0574951171875,9.92393970489502,42.08184814453125
-0.33574309945106506,188.93199157714844,192.05789184570312,9.92156982421875,42.09016036987305
-0.3010331988334656,188.93218994140625,192.05828857421875,9.92494010925293,42.097320556640625
-0.2748243510723114,188.93238830566406,192.05859375,9.935799598693848,42.103729248046875
-0.25371384620666504,188.9326934814453,192.05889892578125,9.943160057067871,42.109718322753906
-0.23350362479686737,188.93309020996094,192.05909729003906,9.949150085449219,42.1154899597168
-0.21639473736286163,188.9337921142578,192.05918884277344,9.950809478759766,42.121219635009766
-0.19968639314174652,188.93460083007812,192.05909729003906,9.960189819335938,42.12656021118164
-0.18917503952980042,188.93508911132812,192.05899047851562,9.965629577636719,42.13126754760742
-0.18146556615829468,188.935302734375,192.05889892578125,9.969260215759277,42.13541030883789
-0.1718563735485077,188.9355010986328,192.0587921142578,9.969229698181152,42.139137268066406
-0.1687474250793457,188.93519592285156,192.05859375,9.970259666442871,42.14265060424805
-0.1654382199048996,188.93499755859375,192.0583953857422,9.970809936523438,42.14570999145508
-0.16402871906757355,188.93499755859375,192.0583953857422,9.970870018005371,42.148258209228516
-0.16521893441677094,188.93508911132812,192.0583953857422,9.962779998779297,42.15079879760742
-0.1593100130558014,188.935302734375,192.0583953857422,9.95497989654541,42.15443801879883
-0.15460079908370972,188.93539428710938,192.05850219726562,9.956159591674805,42.15897750854492
-0.1499907672405243,188.9355010986328,192.05859375,9.955559730529785,42.163150787353516
-0.1443812996149063,188.93539428710938,192.05859375,9.951399803161621,42.16655731201172
-0.13987044990062714,188.93519592285156,192.05850219726562,9.951729774475098,42.16933822631836
-0.1406620293855667,188.93499755859375,192.0583953857422,9.948299407958984,42.17205810546875
-0.14195144176483154,188.93460083007812,192.05828857421875,9.945329666137695,42.17475891113281
-0.14354220032691956,188.9344024658203,192.05828857421875,9.94478988647461,42.177608489990234
-0.1446332335472107,188.935791015625,192.05828857421875,9.938399314880371,42.18069076538086
-0.14202402532100677,188.93789672851562,192.05828857421875,9.938139915466309,42.18409729003906
-0.14071370661258698,188.9398956298828,192.05850219726562,9.93844985961914,42.187660217285156
-0.1414041966199875,188.94178771972656,192.05870056152344,9.937549591064453,42.190879821777344
-0.14359578490257263,188.94369506835938,192.05899047851562,9.934769630432129,42.193668365478516
-0.1414862871170044,188.94419860839844,192.05918884277344,9.934279441833496,42.19615936279297
-0.14297595620155334,188.94419860839844,192.0594024658203,9.936029434204102,42.19833755493164
-0.14346618950366974,188.94439697265625,192.0594940185547,9.940010070800781,42.20022964477539
-0.14415667951107025,188.94479370117188,192.0594940185547,9.942879676818848,42.201778411865234
-0.14464689791202545,188.9451904296875,192.05960083007812,9.94556999206543,42.20302963256836
