GZ1,Acquired data,1,5
RI,LALS,RALS,DP,IP
1,1,1,1,1
68060,68060,68060,68060,68060
0,0,0,0,0
316,68376,136436,204496,272556
0,0,0,0,0
-1.0375747680664062,188.98599243164062,191.9407958984375,9.835060119628906,42.075687408447266
-0.9717265367507935,188.98599243164062,191.94068908691406,9.830609321594238,42.08782958984375
-0.9115774035453796,188.98609924316406,191.9405975341797,9.826489448547363,42.09851837158203
-0.8632310032844543,188.98629760742188,191.94039916992188,9.827349662780762,42.107540130615234
-0.8224758505821228,188.9864959716797,191.94029235839844,9.823579788208008,42.115257263183594
-0.7928290367126465,188.9866943359375,191.94039916992188,9.826019287109375,42.121829986572266
-0.7677828073501587,188.9868927001953,191.94039916992188,9.829649925231934,42.12733840942383
-0.7521283626556396,188.98719787597656,191.94039916992188,9.828899383544922,42.13203811645508
-0.7376793026924133,188.98728942871094,191.94039916992188,9.830389976501465,42.13684844970703
-0.7205294966697693,188.98739624023438,191.94029235839844,9.83230972290039,42.1424674987793
-0.7029829621315002,188.98748779296875,191.94009399414062,9.8364896774292,42.14817810058594
-0.6868325471878052,188.98770141601562,191.94009399414062,9.837689399719238,42.153228759765625
-0.6761829853057861,188.98818969726562,191.94029235839844,9.835949897766113,42.1573486328125
-0.6681350469589233,188.9886932373047,191.9407958984375,9.8364896774292,42.160858154296875
-0.6586832404136658,188.98919677734375,191.94139099121094,9.841010093688965,42.16428756713867
-0.6540303826332092,188.9897918701172,191.94189453125,9.84330940246582,42.16781997680664
-0.6467835307121277,188.99029541015625,191.94248962402344,9.842020034790039,42.17133712768555
-0.6367366313934326,188.9906005859375,191.9431915283203,9.837470054626465,42.175048828125
-0.6283835172653198,188.9908905029297,191.94369506835938,9.83788013458252,42.1790885925293
-0.6229372024536133,188.9910888671875,191.94419860839844,9.83788013458252,42.18305969238281
-0.6202831864356995,188.99119567871094,191.9449005126953,9.839469909667969,42.186710357666016
-0.6163322329521179,188.99130249023438,191.9453887939453,9.848469734191895,42.189788818359375
-0.6135867238044739,188.99130249023438,191.94580078125,9.849329948425293,42.19241714477539
-0.6111387014389038,188.9910888671875,191.9460906982422,9.846989631652832,42.19480895996094
-0.6134896278381348,188.99099731445312,191.9462890625,9.856019973754883,42.19683074951172
-0.6158405542373657,188.9907989501953,191.94639587402344,9.850810050964355,42.1984977722168
-0.6207854747772217,188.99049377441406,191.94639587402344,9.847479820251465,42.20003890991211
-0.6211374402046204,188.99029541015625,191.94659423828125,9.851729393005371,42.20254898071289
-0.6220845580101013,188.9901885986328,191.9467010498047,9.853129386901855,42.20604705810547
-0.6193390488624573,188.9901885986328,191.9468994140625,9.858530044555664,42.20943069458008
-0.6187907457351685,188.99029541015625,191.9471893310547,9.859169960021973,42.21208953857422
-0.6211416721343994,188.99029541015625,191.9471893310547,9.857059478759766,42.214088439941406
-0.6234925985336304,188.989990234375,191.94699096679688,9.859789848327637,42.21590042114258
-0.6276363730430603,188.9897003173828,191.94659423828125,9.86458969116211,42.217838287353516
-0.6291938424110413,188.98928833007812,191.94619750976562,9.862619400024414,42.219879150390625
-0.6332384943962097,188.9888916015625,191.94580078125,9.859479904174805,42.222068786621094
